/m/home/home5/51/nguyenb5/unix/Reinforcement-Learning/venv/lib/python3.10/site-packages/gym/envs/registration.py:593: UserWarning: [33mWARN: The environment CartPole-v0 is out of date. You should consider upgrading to version `v1`.
  logger.warn(
{'episode': 0, 'epsilon': 1.0, 'ep_reward': 13.0, 'timesteps': 13, 'ep_reward_avg': 13.0}
{'episode': 500, 'epsilon': 0.0196078431372549, 'ep_reward': 107.0, 'timesteps': 107, 'ep_reward_avg': 71.428}
{'episode': 1000, 'epsilon': 0.009900990099009901, 'ep_reward': 151.0, 'timesteps': 151, 'ep_reward_avg': 94.05}
{'episode': 1500, 'epsilon': 0.006622516556291391, 'ep_reward': 135.0, 'timesteps': 135, 'ep_reward_avg': 104.874}
{'episode': 2000, 'epsilon': 0.004975124378109453, 'ep_reward': 109.0, 'timesteps': 109, 'ep_reward_avg': 103.104}
{'episode': 2500, 'epsilon': 0.00398406374501992, 'ep_reward': 145.0, 'timesteps': 145, 'ep_reward_avg': 112.816}
{'episode': 3000, 'epsilon': 0.0033222591362126247, 'ep_reward': 152.0, 'timesteps': 152, 'ep_reward_avg': 106.684}
{'episode': 3500, 'epsilon': 0.002849002849002849, 'ep_reward': 90.0, 'timesteps': 90, 'ep_reward_avg': 108.194}
{'episode': 4000, 'epsilon': 0.0024937655860349127, 'ep_reward': 89.0, 'timesteps': 89, 'ep_reward_avg': 104.534}
{'episode': 4500, 'epsilon': 0.0022172949002217295, 'ep_reward': 107.0, 'timesteps': 107, 'ep_reward_avg': 106.314}
{'episode': 5000, 'epsilon': 0.001996007984031936, 'ep_reward': 43.0, 'timesteps': 43, 'ep_reward_avg': 98.608}
{'episode': 5500, 'epsilon': 0.0018148820326678765, 'ep_reward': 103.0, 'timesteps': 103, 'ep_reward_avg': 101.634}
{'episode': 6000, 'epsilon': 0.0016638935108153079, 'ep_reward': 173.0, 'timesteps': 173, 'ep_reward_avg': 119.844}
{'episode': 6500, 'epsilon': 0.0015360983102918587, 'ep_reward': 70.0, 'timesteps': 70, 'ep_reward_avg': 112.818}
{'episode': 7000, 'epsilon': 0.0014265335235378032, 'ep_reward': 104.0, 'timesteps': 104, 'ep_reward_avg': 120.384}
{'episode': 7500, 'epsilon': 0.0013315579227696406, 'ep_reward': 168.0, 'timesteps': 168, 'ep_reward_avg': 118.688}
{'episode': 8000, 'epsilon': 0.0012484394506866417, 'ep_reward': 118.0, 'timesteps': 118, 'ep_reward_avg': 121.646}
{'episode': 8500, 'epsilon': 0.0011750881316098707, 'ep_reward': 191.0, 'timesteps': 191, 'ep_reward_avg': 120.892}
{'episode': 9000, 'epsilon': 0.0011098779134295228, 'ep_reward': 110.0, 'timesteps': 110, 'ep_reward_avg': 117.844}
{'episode': 9500, 'epsilon': 0.0010515247108307045, 'ep_reward': 87.0, 'timesteps': 87, 'ep_reward_avg': 118.52}
{'episode': 10000, 'epsilon': 0.000999000999000999, 'ep_reward': 86.0, 'timesteps': 86, 'ep_reward_avg': 119.49}
{'episode': 10500, 'epsilon': 0.0009514747859181732, 'ep_reward': 87.0, 'timesteps': 87, 'ep_reward_avg': 119.462}
{'episode': 11000, 'epsilon': 0.0009082652134423251, 'ep_reward': 182.0, 'timesteps': 182, 'ep_reward_avg': 121.182}
{'episode': 11500, 'epsilon': 0.0008688097306689834, 'ep_reward': 200.0, 'timesteps': 200, 'ep_reward_avg': 122.174}
{'episode': 12000, 'epsilon': 0.0008326394671107411, 'ep_reward': 102.0, 'timesteps': 102, 'ep_reward_avg': 121.84}
{'episode': 12500, 'epsilon': 0.0007993605115907274, 'ep_reward': 18.0, 'timesteps': 18, 'ep_reward_avg': 116.264}
{'episode': 13000, 'epsilon': 0.0007686395080707148, 'ep_reward': 200.0, 'timesteps': 200, 'ep_reward_avg': 119.628}
{'episode': 13500, 'epsilon': 0.0007401924500370096, 'ep_reward': 125.0, 'timesteps': 125, 'ep_reward_avg': 121.532}
{'episode': 14000, 'epsilon': 0.0007137758743754461, 'ep_reward': 110.0, 'timesteps': 110, 'ep_reward_avg': 119.412}
{'episode': 14500, 'epsilon': 0.0006891798759476223, 'ep_reward': 110.0, 'timesteps': 110, 'ep_reward_avg': 115.708}
{'episode': 15000, 'epsilon': 0.0006662225183211193, 'ep_reward': 133.0, 'timesteps': 133, 'ep_reward_avg': 118.27}
{'episode': 15500, 'epsilon': 0.0006447453255963894, 'ep_reward': 136.0, 'timesteps': 136, 'ep_reward_avg': 123.316}
{'episode': 16000, 'epsilon': 0.0006246096189881324, 'ep_reward': 44.0, 'timesteps': 44, 'ep_reward_avg': 120.236}
{'episode': 16500, 'epsilon': 0.0006056935190793458, 'ep_reward': 140.0, 'timesteps': 140, 'ep_reward_avg': 120.052}
{'episode': 17000, 'epsilon': 0.0005878894767783657, 'ep_reward': 103.0, 'timesteps': 103, 'ep_reward_avg': 115.584}
