/m/home/home5/51/nguyenb5/unix/Reinforcement-Learning/venv/lib/python3.10/site-packages/gym/envs/registration.py:593: UserWarning: [33mWARN: The environment CartPole-v0 is out of date. You should consider upgrading to version `v1`.
  logger.warn(
{'episode': 0, 'epsilon': 1.0, 'ep_reward': 13.0, 'timesteps': 13, 'ep_reward_avg': 13.0}
{'episode': 500, 'epsilon': 0.015748031496062992, 'ep_reward': 20.0, 'timesteps': 20, 'ep_reward_avg': 36.238}
{'episode': 1000, 'epsilon': 0.007936507936507936, 'ep_reward': 50.0, 'timesteps': 50, 'ep_reward_avg': 42.212}
{'episode': 1500, 'epsilon': 0.005305039787798408, 'ep_reward': 43.0, 'timesteps': 43, 'ep_reward_avg': 40.438}
{'episode': 2000, 'epsilon': 0.00398406374501992, 'ep_reward': 36.0, 'timesteps': 36, 'ep_reward_avg': 42.412}
{'episode': 2500, 'epsilon': 0.003189792663476874, 'ep_reward': 88.0, 'timesteps': 88, 'ep_reward_avg': 42.626}
{'episode': 3000, 'epsilon': 0.0026595744680851063, 'ep_reward': 29.0, 'timesteps': 29, 'ep_reward_avg': 40.5}
{'episode': 3500, 'epsilon': 0.002280501710376283, 'ep_reward': 87.0, 'timesteps': 87, 'ep_reward_avg': 37.732}
{'episode': 4000, 'epsilon': 0.001996007984031936, 'ep_reward': 116.0, 'timesteps': 116, 'ep_reward_avg': 42.106}
{'episode': 4500, 'epsilon': 0.001774622892635315, 'ep_reward': 43.0, 'timesteps': 43, 'ep_reward_avg': 40.698}
{'episode': 5000, 'epsilon': 0.001597444089456869, 'ep_reward': 25.0, 'timesteps': 25, 'ep_reward_avg': 40.666}
{'episode': 5500, 'epsilon': 0.0014524328249818446, 'ep_reward': 21.0, 'timesteps': 21, 'ep_reward_avg': 40.244}
{'episode': 6000, 'epsilon': 0.0013315579227696406, 'ep_reward': 40.0, 'timesteps': 40, 'ep_reward_avg': 40.314}
{'episode': 6500, 'epsilon': 0.001229256299938537, 'ep_reward': 38.0, 'timesteps': 38, 'ep_reward_avg': 41.816}
{'episode': 7000, 'epsilon': 0.001141552511415525, 'ep_reward': 50.0, 'timesteps': 50, 'ep_reward_avg': 40.408}
{'episode': 7500, 'epsilon': 0.0010655301012253596, 'ep_reward': 84.0, 'timesteps': 84, 'ep_reward_avg': 43.268}
